strategy,rho,rep,F,P_inf,silencing_rate
bridge,0.5145,2,0.96044,0.0,0.44726
bridge,0.5145,3,0.97259,0.0,0.47396
bridge,0.5145,4,0.96294,0.03865,0.42494
bridge,0.5145,5,1.0,0.05273,0.38736
bridge,0.5145,6,0.97108,0.05131,0.29285
bridge,0.5145,7,1.0,0.06517,0.60602
bridge,0.5145,8,0.94238,0.0,0.54171
bridge,0.5145,9,0.94795,0.0,0.41871
bridge,0.5145,10,0.95276,0.0,0.46502
bridge,0.5145,11,0.93477,0.05288,0.56959
bridge,0.5145,12,1.0,0.01087,0.66661
bridge,0.5145,13,0.98054,0.06389,0.49913
bridge,0.5145,14,0.99158,0.10732,0.48934
bridge,0.5145,15,0.8798,0.07352,0.47903
bridge,0.5145,16,1.0,0.10678,0.30748
bridge,0.5145,17,0.94411,0.0,0.51252
bridge,0.5145,18,0.93676,0.03092,0.32932
bridge,0.5145,19,0.91238,0.08996,0.48894
bridge,0.5145,20,1.0,0.0,0.44748
bridge,0.5145,21,1.0,0.01647,0.5356
bridge,0.5145,22,0.87461,0.0,0.34827
bridge,0.5145,23,0.87812,0.0,0.55835
bridge,0.5145,24,0.87779,0.01946,0.48811
bridge,0.5234,0,0.99001,0.0286,0.40277
bridge,0.5234,1,0.93206,0.0,0.38912
bridge,0.5234,2,1.0,0.01853,0.51246
bridge,0.5234,3,0.80142,0.10886,0.30846
bridge,0.5234,4,0.88625,0.0,0.50423
bridge,0.5234,5,1.0,0.0,0.70028
bridge,0.5234,6,0.98851,0.0,0.61351
bridge,0.5234,7,1.0,0.02938,0.65323
bridge,0.5234,8,1.0,0.03956,0.51676
bridge,0.5234,9,0.88422,0.02587,0.53312
bridge,0.5234,10,0.97571,0.0,0.62774
bridge,0.5234,11,1.0,0.00158,0.38285
bridge,0.5234,12,0.92654,0.10013,0.47776
bridge,0.5234,13,1.0,0.0375,0.46855
bridge,0.5234,14,1.0,0.02891,0.4572
bridge,0.5234,15,0.99096,0.0,0.42232
bridge,0.5234,16,0.96353,0.00259,0.43951
bridge,0.5234,17,1.0,0.09296,0.49367
bridge,0.5234,18,0.94568,0.0,0.44562
bridge,0.5234,19,0.96578,0.05941,0.36993
bridge,0.5234,20,0.97995,0.08933,0.48238
bridge,0.5234,21,0.97619,0.02589,0.48921
bridge,0.5234,22,0.92129,0.15871,0.41537
bridge,0.5234,23,0.96254,0.07467,0.4927
bridge,0.5234,24,0.92627,0.0409,0.44321
bridge,0.5376,0,1.0,0.03902,0.61262
bridge,0.5376,1,1.0,0.0,0.29248
bridge,0.5376,2,0.98327,0.0,0.60675
bridge,0.5376,3,0.97842,0.0,0.48551
bridge,0.5376,4,0.97745,0.0,0.50343
bridge,0.5376,5,0.94118,0.12937,0.44902
bridge,0.5376,6,1.0,0.0,0.4795
bridge,0.5376,7,0.87429,0.06149,0.29344
bridge,0.5376,8,0.97623,0.00917,0.56019
bridge,0.5376,9,0.97435,0.00587,0.27143
bridge,0.5376,10,0.96854,0.02178,0.44251
bridge,0.5376,11,0.89935,0.06706,0.40688
bridge,0.5376,12,0.98206,0.0297,0.42183
bridge,0.5376,13,0.91939,0.00742,0.34685
bridge,0.5376,14,0.94657,0.0139,0.42538
bridge,0.5376,15,0.89606,0.01739,0.32087
bridge,0.5376,16,0.98982,0.0,0.50154
bridge,0.5376,17,0.91775,0.02693,0.34078
bridge,0.5376,18,0.96868,0.05229,0.39078
bridge,0.5376,19,0.91695,0.02764,0.36819
bridge,0.5376,20,1.0,0.09671,0.60059
bridge,0.5376,21,0.97383,0.01638,0.60748
bridge,0.5376,22,1.0,0.0174,0.43724
bridge,0.5376,23,0.90544,0.02455,0.35118
bridge,0.5376,24,0.97835,0.09846,0.4689
bridge,0.5539,0,0.97631,0.01213,0.44176
bridge,0.5539,1,1.0,0.00027,0.6445
bridge,0.5539,2,0.85096,0.0,0.50588
bridge,0.5539,3,0.94157,0.0,0.35001
bridge,0.5539,4,0.89559,0.0,0.59343
bridge,0.5539,5,0.96171,0.06346,0.5924
bridge,0.5539,6,0.9529,0.0,0.35825
bridge,0.5539,7,1.0,0.09719,0.57952
bridge,0.5539,8,0.95349,0.05126,0.58218
bridge,0.5539,9,0.92018,0.11819,0.52355
bridge,0.5539,10,0.97624,0.06286,0.40552
bridge,0.5539,11,1.0,0.08027,0.45985
bridge,0.5539,12,0.95428,0.09489,0.29995
bridge,0.5539,13,0.98959,0.04881,0.59169
bridge,0.5539,14,0.91102,0.08045,0.54966
bridge,0.5539,15,0.93657,0.0552,0.28723
bridge,0.5539,16,0.9904,0.0,0.53553
bridge,0.5539,17,1.0,0.00811,0.53381
bridge,0.5539,18,0.90437,0.05716,0.38857
bridge,0.5539,19,0.98486,0.00142,0.45404
bridge,0.5539,20,0.99583,0.0,0.60263
bridge,0.5539,21,0.90521,0.0561,0.56414
bridge,0.5539,22,0.99485,0.09294,0.48263
bridge,0.5539,23,0.94384,0.01376,0.38404
bridge,0.5539,24,0.89977,0.07388,0.31647
bridge,0.5931,0,0.98535,0.0,0.38064
bridge,0.5931,1,0.99131,0.0317,0.5742
bridge,0.5931,2,0.92103,0.01677,0.42945
bridge,0.5931,3,1.0,0.00299,0.53174
bridge,0.5931,4,0.9962,0.03871,0.43459
bridge,0.5931,5,1.0,0.05778,0.63069
bridge,0.5931,6,0.94068,0.07638,0.35765
bridge,0.5931,7,0.98459,0.12819,0.44677
bridge,0.5931,8,0.99141,0.08632,0.2421
bridge,0.5931,9,0.99256,0.06261,0.53747
bridge,0.5931,10,0.89285,0.01422,0.34073
bridge,0.5931,11,1.0,0.10613,0.40885
bridge,0.5931,12,0.93543,0.01503,0.38235
bridge,0.5931,13,0.864,0.06637,0.51579
bridge,0.5931,14,1.0,0.0,0.41752
bridge,0.5931,15,1.0,0.0518,0.39153
bridge,0.5931,16,1.0,0.02039,0.54549
bridge,0.5931,17,0.92938,0.00531,0.57962
bridge,0.5931,18,0.99041,0.04782,0.44187
bridge,0.5931,19,1.0,0.0446,0.65229
bridge,0.5931,20,0.88233,0.05046,0.48518
bridge,0.5931,21,0.99869,0.0549,0.34196
bridge,0.5931,22,0.94418,0.02398,0.37287
bridge,0.5931,23,0.94365,0.01279,0.3721
bridge,0.5931,24,0.99381,0.0,0.54579
